x,y,f
0.0,0.0,3
5.005005005005005,0.2826067089828543,3
10.01001001001001,0.562699960127463,3
15.015015015015015,0.8377886498785012,3
20.02002002002002,1.1054261844306583,3
25.025025025025023,1.363232239334447,3
30.03003003003003,1.6089139297121666,3
35.03503503503504,1.8402862027999167,3
40.04004004004004,2.055291271451199,3
45.04504504504504,2.2520169157579706,3
50.05005005005005,2.4287134900219876,3
55.05505505505506,2.583809483817598,3
60.06006006006006,2.7159254987478096,3
65.06506506506507,2.8238865165886033,3
70.07007007007007,2.9067323497084057,3
75.07507507507508,2.963726180820543,3
80.08008008008008,2.9943611161144146,3
85.08508508508508,2.998364693487213,3
90.09009009009009,2.9757013057767083,3
95.09509509509509,2.9265725174456003,3
100.1001001001001,2.8514152719005934,3
105.10510510510511,2.750898005388008,3
110.11011011011011,2.625914702033618,3
115.11511511511512,2.4775769428910928,3
120.12012012012012,2.307204019722892,3
125.12512512512512,2.1163112014381142,3
130.13013013013014,1.9065962575327244,3
135.13513513513513,1.6799243584138313,3
140.14014014014015,1.4383114868667346,3
145.14514514514514,1.1839065082490565,3
150.15015015015015,0.9189720588202412,3
155.15515515515514,0.6458644222369316,3
160.16016016016016,0.367012573136153,3
165.16516516516518,0.08489657424922832,3
170.17017017017017,-0.19797448087953728,3
175.17517517517518,-0.47908478336322907,3
180.18018018018017,-0.7559341841541883,3
185.1851851851852,-1.0260604299767118,3
190.19019019019018,-1.2870610621862888,3
195.1951951951952,-1.5366147838594708,3
200.2002002002002,-1.7725021050165297,3
205.2052052052052,-1.992625082416279,3
210.21021021021022,-2.1950259783051442,3
215.2152152152152,-2.377904672224877,3
220.22022022022023,-2.539634670989787,3
225.22522522522522,-2.678777574448783,3
230.23023023023023,-2.794095868378964,3
235.23523523523522,-2.884563930741176,3
240.24024024024024,-2.9493771533871462,3
245.24524524524526,-2.987959098117411,3
250.25025025025025,-2.999966623427146,3
255.25525525525526,-2.9852929363507785,3
260.2602602602603,-2.9440685422604655,3
265.26526526526527,-2.87666008417415,3
270.27027027027026,-2.783667081890468,3
275.27527527527525,-2.6659165999578054,3
280.2802802802803,-2.5244558919005264,3
285.2852852852853,-2.3605430861146357,3
290.2902902902903,-2.175635996282292,3
295.2952952952953,-1.9713791558080815,3
300.3003003003003,-1.749589191618634,3
305.3053053053053,-1.5122386673753436,3
310.3103103103103,-1.2614385398107288,3
315.31531531531533,-0.9994193842259459,3
320.3203203203203,-0.728511556137289,3
325.3253253253253,-0.451124465442464,3
330.33033033033036,-0.16972514755112547,3
335.33533533533534,0.11318367803458948,3
340.34034034034033,0.3950858665062266,3
345.3453453453453,0.6734742259103157,3
350.35035035035037,0.9458728157276242,3
355.35535535535536,1.2098589674513596,3
360.36036036036035,1.4630848314387617,3
365.3653653653654,1.7032982582851015,3
370.3703703703704,1.9283628290591377,3
375.37537537537537,2.136276856291362,3
380.38038038038036,2.3251911866378387,3
385.3853853853854,2.4934256469467386,3
390.3903903903904,2.6394839874494296,3
395.3953953953954,2.7620671891579973,3
400.4004004004004,2.860085017131282,3
405.4054054054054,2.9326657168431236,3
410.4104104104104,2.9791637674209257,3
415.4154154154154,2.9991656228110877,3
420.42042042042044,2.9924933897834762,3
425.42542542542543,2.9592064100873894,3
430.4304304304304,2.8996007326742728,3
435.4354354354354,2.814206480689328,3
440.44044044044045,2.703783136638477,3
445.44544544544544,2.5693127876803317,3
450.45045045045043,2.411991391100617,3
455.4554554554555,2.2332181376644176,3
460.46046046046047,2.0345830074464146,3
465.46546546546546,1.8178526287925325,3
470.47047047047045,1.5849545662393938,3
475.4754754754755,1.3379601770557175,3
480.4804804804805,1.0790661889332651,3
485.48548548548547,0.8105751626553681,3
490.4904904904905,0.5348750134717698,3
495.4954954954955,0.25441777342886956,3
500.5005005005005,-0.028302216676253152,3
505.5055055055055,-0.31077049149619684,3
510.5105105105105,-0.5904748244034981,3
515.5155155155155,-0.8649275708179129,3
520.5205205205206,-1.1316877929103621,3
525.5255255255255,-1.3883829688998337,3
530.5305305305305,-1.6327300938935505,3
535.5355355355356,-1.862555984529338,3
540.5405405405405,-2.0758166069289965,3
545.5455455455456,-2.2706152560158417,3
550.5505505505505,-2.4452194244569223,3
555.5555555555555,-2.5980762113521636,3
560.5605605605606,-2.7278261334410865,3
565.5655655655655,-2.833315216140536,3
570.5705705705706,-2.9136052568112323,3
575.5755755755756,-2.967982168960677,3
580.5805805805805,-2.995962333229204,3
585.5855855855856,-2.9972968986141413,3
590.5905905905906,-2.9719739957084816,3
595.5955955955956,-2.9202188422681123,3
600.6006006006006,-2.842491740161143,3
605.6056056056057,-2.739483981518391,3
610.6106106106106,-2.6121117004969427,3
615.6156156156156,-2.4615077253225537,3
620.6206206206206,-2.289011503118979,3
625.6256256256256,-2.0961571870574116,3
630.6306306306307,-1.8846599918865528,3
635.6356356356356,-1.6564009390625978,3
640.6406406406406,-1.4134101272518313,3
645.6456456456457,-1.1578486769830147,3
650.6506506506506,-0.8919895100027798,3
655.6556556556557,-0.6181971342354783,3
660.6606606606607,-0.33890661428671776,3
665.6656656656656,-0.05660191435744022,3
670.6706706706707,0.22620619374408735,3
675.6756756756756,0.5070024609633661,3
680.6806806806807,0.7832895312350101,3
685.6856856856857,1.0526101525536296,3
690.6906906906906,1.3125690313662797,3
695.6956956956957,1.5608541359413064,3
700.7007007007007,1.795257259174666,3
705.7057057057057,2.0136936580210847,3
710.7107107107107,2.2142205948961555,3
715.7157157157158,2.395054616022999,3
720.7207207207207,2.554587413197361,3
725.7257257257257,2.6914001278275883,3
730.7307307307308,2.8042759700022977,3
735.7357357357357,2.8922110404478762,3
740.7407407407408,2.954423259036407,3
745.7457457457457,2.9903593204706382,3
750.7507507507507,2.9996996153003157,3
755.7557557557558,2.982361072469657,3
760.7607607607607,2.9384978981439653,3
765.7657657657658,2.868500204218381,3
770.7707707707708,2.7729905387323948,3
775.7757757757757,2.6528183490290296,3
780.7807807807808,2.509052426897002,3
785.7857857857858,2.34297140293681,3
790.7907907907908,2.156052374607725,3
795.7957957957958,1.949957769162552,3
800.8008008008007,1.7265205583151206,3
805.8058058058058,1.4877279560534244,3
810.8108108108108,1.2357037447314143,3
815.8158158158158,0.972689386456826,3
820.8208208208208,0.7010240878956857,3
825.8258258258259,0.42312399577683546,3
830.8308308308308,0.14146070806355177,3
835.8358358358358,-0.14146070805664543,3
840.8408408408409,-0.42312399577539295,3
845.8458458458458,-0.7010240878889631,3
850.8508508508509,-0.9726893864502854,3
855.8558558558559,-1.2357037447350592,3
860.8608608608608,-1.487727956052159,3
865.8658658658659,-1.7265205583094665,3
870.8708708708708,-1.9499577691572978,3
875.8758758758759,-2.1560523746029174,3
880.8808808808809,-2.3429714029359,3
885.8858858858858,-2.5090524268962033,3
890.8908908908909,-2.652818349025801,3
895.8958958958959,-2.7729905387318388,3
900.9009009009009,-2.868500204217954,3
905.9059059059059,-2.938497898143672,3
910.910910910911,-2.98236107247009,3
915.9159159159159,-2.9996996153001407,3
920.9209209209209,-2.9903593204716294,3
925.925925925926,-2.954423259035712,3
930.9309309309309,-2.892211040449713,3
935.935935935936,-2.804275970002815,3
940.9409409409409,-2.6914001278282322,3
945.9459459459459,-2.554587413200986,3
950.950950950951,-2.3950546160238764,3
955.9559559559559,-2.2142205948971387,3
960.960960960961,-2.0136936580221647,3
965.965965965966,-1.7952572591714615,3
970.9709709709709,-1.5608541359518713,3
975.975975975976,-1.31256903136759,3
980.980980980981,-1.052610152549884,3
985.985985985986,-0.7832895312416843,3
990.990990990991,-0.5070024609701806,3
995.9959959959959,-0.22620619375098167,3
1001.001001001001,0.05660191435052743,3
1006.006006006006,0.33890661428527,3
1011.011011011011,0.6181971342340524,3
1016.016016016016,0.8919895100013886,3
1021.021021021021,1.157848676986705,3
1026.026026026026,1.4134101272505462,3
1031.031031031031,1.656400939061383,3
1036.036036036036,1.8846599918811733,3
1041.0410410410411,2.096157187060273,3
1046.046046046046,2.2890115031109826,3
1051.051051051051,2.4615077253186017,3
1056.0560560560561,2.61211170049891,3
1061.061061061061,2.739483981517797,3
1066.066066066066,2.8424917401606766,3
1071.0710710710712,2.9202188422677784,3
1076.076076076076,2.971973995708283,3
1081.081081081081,2.9972968986136164,3
1086.0860860860862,2.9959623332292793,3
1091.0910910910911,2.967982168960094,3
1096.096096096096,2.91360525681288,3
1101.101101101101,2.833315216144602,3
1106.1061061061062,2.7278261334394216,3
1111.111111111111,2.598076211355621,3
1116.116116116116,2.445219424460928,3
1121.1211211211212,2.270615256016794,3
1126.126126126126,2.075816606933988,3
1131.131131131131,1.862555984539036,3
1136.1361361361362,1.6327300938947729,3
1141.1411411411411,1.3883829689011253,3
1146.146146146146,1.1316877929167655,3
1151.1511511511512,0.8649275708140828,3
1156.1561561561562,0.5904748244102769,3
1161.161161161161,0.3107704915030737,3
1166.1661661661662,0.02830221667225341,3
1171.1711711711712,-0.2544177734219805,3
1176.176176176176,-0.5348750134703362,3
1181.1811811811813,-0.8105751626487113,3
1186.1861861861862,-1.0790661889319055,3
1191.1911911911911,-1.3379601770544132,3
1196.1961961961963,-1.584954566238157,3
1201.2012012012012,-1.8178526287913734,3
1206.2062062062062,-2.0345830074373232,3
1211.2112112112113,-2.2332181376670883,3
1216.2162162162163,-2.4119913911029958,3
1221.2212212212212,-2.569312787676762,3
1226.2262262262261,-2.7037831366354808,3
1231.2312312312313,-2.8142064806869325,3
1236.2362362362362,-2.8996007326731994,3
1241.2412412412411,-2.959206410084908,3
1246.2462462462463,-2.992493389783373,3
1251.2512512512512,-2.9991656228111863,3
1256.2562562562562,-2.9791637674223814,3
1261.2612612612613,-2.932665716842856,3
1266.2662662662663,-2.860085017131722,3
1271.2712712712712,-2.7620671891617605,3
1276.2762762762763,-2.639483987447529,3
1281.2812812812813,-2.493425646950583,3
1286.2862862862862,-2.3251911866422077,3
1291.2912912912914,-2.1362768562885535,3
1296.2962962962963,-1.928362829062344,3
1301.3013013013012,-1.703298258286301,3
1306.3063063063064,-1.4630848314424156,3
1311.3113113113113,-1.209858967452693,3
1316.3163163163163,-0.9458728157367748,3
1321.3213213213214,-0.6734742259117356,3
1326.3263263263264,-0.3950858665049663,3
1331.3313313313313,-0.11318367804422512,3
1336.3363363363364,0.16972514755511897,3
1341.3413413413414,0.4511244654356285,3
1346.3463463463463,0.7285115561305819,3
1351.3513513513512,0.9994193842219994,3
1356.3563563563564,1.2614385398044559,3
1361.3613613613613,1.512238667371729,3
1366.3663663663663,1.7495891916085846,3
1371.3713713713714,1.971379155806983,3
1376.3763763763764,2.175635996281289,3
1381.3813813813813,2.360543086108685,3
1386.3863863863864,2.5244558919012134,3
1391.3913913913914,2.665916599953383,3
1396.3963963963963,2.783667081886873,3
1401.4014014014015,2.876660084175285,3
1406.4064064064064,2.9440685422596613,3
1411.4114114114113,2.9852929363503646,3
1416.4164164164165,2.9999666234271256,3
1421.4214214214214,2.9879590981175417,3
1426.4264264264264,2.9493771533874127,3
1431.4314314314315,2.8845639307415762,3
1436.4364364364365,2.7940958683794945,3
1441.4414414414414,2.678777574453124,3
1446.4464464464465,2.53963467098911,3
1451.4514514514515,2.37790467222327,3
1456.4564564564564,2.1950259783098574,3
1461.4614614614616,1.992625082413289,3
1466.4664664664665,1.772502105022108,3
1471.4714714714714,1.5366147838630657,3
1476.4764764764764,1.287061062199928,3
1481.4814814814815,1.0260604299793628,3
1486.4864864864865,0.7559341841569187,3
1491.4914914914914,0.47908478337409466,3
1496.4964964964965,0.19797448087962988,3
1501.5015015015015,-0.08489657423958968,3
1506.5065065065064,-0.367012573126583,3
1511.5115115115116,-0.6458644222381733,3
1516.5165165165165,-0.9189720588136596,3
1521.5215215215214,-1.1839065082427036,3
1526.5265265265266,-1.438311486871442,3
1531.5315315315315,-1.6799243584092332,3
1536.5365365365365,-1.9065962575305462,3
1541.5415415415416,-2.1163112014361145,3
1546.5465465465466,-2.3072040197219605,3
1551.5515515515515,-2.477576942884117,3
1556.5565565565566,-2.6259147020335734,3
1561.5615615615616,-2.7508980053885157,3
1566.5665665665665,-2.8514152718975967,3
1571.5715715715717,-2.92657251744618,3
1576.5765765765766,-2.9757013057757438,3
1581.5815815815815,-2.998364693487008,3
1586.5865865865867,-2.994361116114086,3
1591.5915915915916,-2.963726180821192,3
